Subject Id,Subject Title,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule
"22.00","Introduction to Modeling and Simulation",4,0,8,12,"REST",,,"18.03,3.016,permission of instructor",,"Basic concepts of computer modeling and simulation in science and engineering. Uses techniques and software for simulation, data analysis and visualization. Continuum, mesoscale, atomistic and quantum methods used to study fundamental and applied problems in physics, chemistry, materials science, mechanics, engineering, and biology. Examples drawn from the disciplines above are used to understand or characterize complex structures and materials, and complement experimental observations.",,,,,,,Y,,,,
"22.01","Introduction to Nuclear Engineering and Ionizing Radiation",4,1,7,12,"REST",,,"",,"Provides an introduction to nuclear science and its engineering applications. Describes basic nuclear models, radioactivity, nuclear reactions and kinematics. Covers the interaction of ionizing radiation with matter, with an emphasis on radiation detection, radiation shielding, and radiation effects on human health. Presents energy systems based on fission and fusion nuclear reactions, as well as industrial and medical applications of nuclear science.",,,,,Y,,,,,"M. Short","Lecture,24-115/TR/0/9/F/0/2;Recitation,24-121/F/0/3-5"
"22.011","Seminar in Nuclear Science and Engineering",2,0,4,6,,,,"",,"Surveys the range of diverse subjects in nuclear science and engineering covered by the department. Topics include quantum computing, energy and power, radiation effects-stem cells and DNA, BNCT, nuclear space applications, fusion, airport security, accelerators, magnetic resonance imaging, non-proliferation, risk assessment, safety, biology and medicine. A demonstration of the MIT Reactor as a research tool is given as well as a tour of the MIT Tokomak fusion machine and accelerators used in research.",,,,"2017-2018",Y,,,,,,
"22.012","Seminar in Fusion and Plasma Physics",2,0,4,6,,,,"",,"Lectures and discussion introducing the range of topics relevant to plasma physics and fusion engineering. Introductory discussion of the economic and ecological motivation for the development of fusion power. Contemporary magnetic confinement schemes, theoretical questions, and engineering considerations are presented by expert guest lecturers. Includes visit to Plasma Science and Fusion Center experimental facilities.",,,,"2017-2018",,,Y,,,,
"22.014","Ethics for Engineers",2,0,4,6,,,,"",,"Integrates classical readings that provide an overview of ethics with a survey of case studies that focus on ethical problems arising in the practice of engineering. Readings taken from a variety of sources, such as Aristotle, Machiavelli, Bacon, Hobbes, Locke, the Founding Fathers, and the Bible. Case studies include written analyses and films that address engineering disasters, biotechnology, court cases, ethical codes, and the ultimate scope and aims of engineering. Students taking independent inquiry version 6.9041 expand the scope of their term project.",,"6.9041",,,Y,,Y,,,"B. Trout","Lecture,66-154/M/0/3-5,66-144/T/0/3-5,66-144/T/1/7.30-9.30 PM,66-154/W/0/3-5"
"22.02","Introduction to Applied Nuclear Physics",5,0,7,12,"REST",,,"Physics II GIR;Calculus II GIR;8.03,permission of instructor",,"Covers basic concepts of nuclear physics with emphasis on nuclear structure and interactions of radiation with matter. Topics include elementary quantum theory; nuclear forces; shell structure of the nucleus; alpha, beta and gamma radioactive decays; interactions of nuclear radiations (charged particles, gammas, and neutrons) with matter; nuclear reactions; fission and fusion.",,,,,,,Y,,,,
"22.033","Nuclear Systems Design Project",3,0,12,15,,,,"",,"Group design project involving integration of nuclear physics, particle transport, control, heat transfer, safety, instrumentation, materials, environmental impact, and economic optimization. Provides opportunity to synthesize knowledge acquired in nuclear and non-nuclear subjects and apply this knowledge to practical problems of current interest in nuclear applications design. Past projects have included using a fusion reactor for transmutation of nuclear waste, design and implementation of an experiment to predict and measure pebble flow in a pebble bed reactor, and development of a mission plan for a manned Mars mission including the conceptual design of a nuclear powered space propulsion system and power plant for the Mars surface, a lunar/Martian nuclear power station and the use of nuclear plants to extract oil from tar sands. Students taking graduate version complete additional assignments.",,"22.33",,,Y,,,,,"Z. Hartwig","Lecture,24-115/MWF/0/11"
"22.04","Social Problems of Nuclear Energy",3,0,9,12,,,"HASS-S","",,"Surveys the major social challenges for nuclear energy. Topics include the ability of nuclear power to help mitigate climate change; challenges associated with ensuring nuclear safety; the effects of nuclear accidents; the management of nuclear waste; the linkages between nuclear power and nuclear weapons, the consequences of nuclear war; and political challenges to the safe and economic regulation of the nuclear industry. Weekly readings presented from both sides of the debate, followed by in-class discussions. Instruction and practice in oral and written communication provided. Limited to 18.","STS.084[J]",,,,,,Y,,,,
"22.05","Neutron Science and Reactor Physics",5,0,7,12,,,,"18.03;22.01;22.06",,"Introduces fundamental properties of the neutron. Covers reactions induced by neutrons, nuclear fission, slowing down of neutrons in infinite media, diffusion theory, the few-group approximation, point kinetics, and fission-product poisoning. Emphasizes the nuclear physics bases of reactor design and its relationship to reactor engineering problems.",,,,,Y,,,,,"B. Forget","Lecture,24-115/TR/0/10-11.30;Recitation,24-115/F/0/9-11"
"22.054","Materials Performance in Extreme Environments",3,2,7,12,,,,"3.032;3.044",,"Studies the behavior of materials in extreme environments typical of those in which advanced energy systems (including fossil, nuclear, solar, fuel cells, and battery) operate. Takes both a science and engineering approach to understanding how current materials interact with their environment under extreme conditions. Explores the role of modeling and simulation in understanding material behavior and the design of new materials. Focuses on energy and transportation related systems.","3.154[J]",,,"2018-2019",,,Y,,,,
"22.055","Radiation Biophysics",3,0,9,12,,,,"Permission of instructor",,"Provides a background in sources of radiation with an emphasis on terrestrial and space environments and on industrial production. Discusses experimental approaches to evaluating biological effects resulting from irradiation regimes differing in radiation type, dose and dose-rate. Effects at the molecular, cellular, organism, and population level are examined. Literature is reviewed identifying gaps in our understanding of the health effects of radiation, and responses of regulatory bodies to these gaps is discussed. Students taking graduate version complete additional assignments.",,"22.55[J],HST.560[J]",,"2017-2018",,,Y,,,,
"22.06","Engineering of Nuclear Systems",3,0,9,12,,,,"2.005",,"Using the basic principles of reactor physics, thermodynamics, fluid flow and heat transfer, students examine the engineering design of nuclear power plants. Emphasizes light-water reactor technology, thermal limits in nuclear fuels, thermal-hydraulic behavior of the coolant, nuclear safety and dynamic response of nuclear power plants.",,,,,,,Y,,,,
"22.071","Electronics, Signals, and Measurement",3,3,6,12,"REST",,,"18.03",,"Provides the knowledge necessary for reading schematics and designing, building, analyzing, and testing fundamental analog and digital circuits. Students construct interactive examples and explore the practical uses of electronics in engineering and experimental science, including signals and measurement fundamentals. Uses state-of-the-art hardware and software for data acquisition, analysis, and control. Suitable for students with little or no previous background in electronics. Limited to 20.",,,,,,,Y,,,,
"22.081","Introduction to Sustainable Energy",3,1,8,12,,,,"Permission of instructor",,"Assessment of current and potential future energy systems. Covers resources, extraction, conversion, and end-use technologies, with emphasis on meeting 21st-century regional and global energy needs in a sustainable manner. Examines various renewable and conventional energy production technologies, energy end-use practices and alternatives, and consumption practices in different countries. Investigates their attributes within a quantitative analytical framework for evaluation of energy technology system proposals. Emphasizes analysis of energy propositions within an engineering, economic and social context. Students taking graduate version complete additional assignments. Limited to juniors and seniors.","2.650[J],10.291[J]",,,,Y,,,,,"M. Golay","Lecture,32-155/TR/0/3-5;Recitation,32-144/F/0/1"
"22.09","Principles of Nuclear Radiation Measurement and Protection",2,6,4,12,"LAB",,,"22.01",,"Combines lectures, demonstrations, and experiments. Review of radiation protection procedures and regulations; theory and use of alpha, beta, gamma, and neutron detectors; applications in imaging and dosimetry; gamma-ray spectroscopy; design and operation of automated data acquisition experiments using virtual instruments. Meets with graduate subject 22.90, but homework assignments and examinations differ. Instruction and practice in written communication provided.",,"22.90",,,Y,,,,,"A. Danagoulian","Lecture,NW14-1112/M/0/1-3;Lab,NW14-1310/W/0/12-3,NW14-1310/F/0/12-3"
"22.091","Independent Project in Nuclear Science and Engineering",,,,,,,,"Permission of instructor",,"For undergraduates who wish to conduct a one-term project of theoretical or experimental nature in the field of nuclear engineering, in close cooperation with individual staff members. Topics and hours arranged to fit students' requirements. Projects require prior approval by the Course 22 Undergraduate Office. 22.093 is graded P/D/F.",,,,,Y,Y,Y,Y,,"M. Short",
"22.093","Independent Project in Nuclear Science and Engineering",,,,,,,,"Permission of instructor",,"For undergraduates who wish to conduct a one-term project of theoretical or experimental nature in the field of nuclear engineering, in close cooperation with individual staff members. Topics and hours arranged to fit students' requirements. Projects require prior approval by the Course 22 Undergraduate Office. 22.093 is graded P/D/F.",,,,,Y,Y,Y,Y,,"M. Short",
"22.S092","Special Subject in Nuclear Science and Engineering",,,,,,,,"",,"Seminar or lecture on a topic in nuclear science and engineering that is not covered in the regular curriculum.",,,,,Y,Y,Y,Y,,,
"22.S093","Special Subject in Nuclear Science and Engineering",,,,,,,,"",,"Seminar or lecture on a topic in nuclear science and engineering that is not covered in the regular curriculum.",,,,,Y,Y,Y,Y,,,
"22.S094","Special Subject in Nuclear Science and Engineering",,,,,,,,"",,"Seminar or lecture on a topic in nuclear science and engineering that is not covered in the regular curriculum.",,,,,Y,Y,Y,Y,,,
"22.EPE","UPOP Engineering Practice Experience",,,,0,,,,"2.EPW,permission of instructor",,"Provides sophomores with guided practice in finding opportunities and excelling in the world of practice. Building on the skills and relationships acquired in the Engineering Practice Workshop, students receive coaching to articulate goals, invoke the UPOP network of mentors and employers, identify and pursue opportunities and negotiate terms of their summer assignment. Students complete a 10-12 week internship, which includes filing three progress reports, conducting one informational interview, and possibly hosting a site visit by MIT staff. Returning to campus as juniors, UPOP students take part in reflective exercises that aid assimilation of learning objectives and reinforce the cognitive link between all aspects of the UPOP experience and disciplinary fields of study. Sequence begins in the spring of sophomore year and ends in the fall of junior year.",,,,,Y,,Y,,,"J. Crim",
"22.EPW","UPOP Engineering Practice Workshop",,,,1,,,,"",,"Develops foundational skills for the world of practice in science, technology, and engineering. Sophomores receive classroom instruction, and one-on-one and small-group coaching in basics of professional identity building. They attend field trips to local employers and receive job interview practice, coached by industry volunteers. Over IAP, students attend a weeklong Team Training Camp of experiential learning modules - led by MIT faculty with the help of MIT alums and other senior professionals in business, engineering, and science where students participate in creative simulations, team problem-solving challenges, and oral presentations, and practice networking with employers. Enrollment limited.",,,,,Y,Y,,,,"J. Crim",
"22.THT","Undergraduate Thesis Tutorial",,,,1,,,,"",,"A series of lectures on prospectus and thesis writing. Students select a thesis topic and a thesis advisor who reviews and approves the prospectus for thesis work in the spring term.",,,,,Y,,,,,"N. Gomes Loureiro","Lecture,24-115/F/0/12"
"22.THU","Undergraduate Thesis",,,,,,,,"22.THT",,"Program of research, leading to the writing of an SB thesis, to be arranged by the student and appropriate MIT faculty member. See department undergraduate headquarters.",,,,,Y,Y,Y,Y,,"M. Short",
"22.UR","Undergraduate Research Opportunities Program",,,,,,,,"",,"The Undergraduate Research Opportunities Program is an excellent way for undergraduate students to become familiar with the Department of Nuclear Engineering. Student research as a UROP project has been conducted in areas of fission reactor studies, utilization of fusion devices, applied radiation research, and biomedical applications. Projects include the study of engineering aspects for both fusion and fission energy sources.",,,,,Y,Y,Y,Y,,"M. Short",
"22.URG","Undergraduate Research Opportunities Program",,,,,,,,,,,,,,,,,,,,"M. Short",
"22.11","Applied Nuclear Physics",2,0,4,6,,,,"22.02,permission of instructor",,"Introduction to nuclear structure, reactions, and radioactivity. Review of quantization, the wave function, angular momentum and tunneling. Simplified application to qualitative understanding of nuclear structure. Stable and unstable isotopes, radioactive decay, decay products and chains. Nuclear reactions, cross-sections, and fundamental forces, and the resulting phenomena.",,,,,Y,,,,,"B. Yildiz","Lecture,24-121/MW/0/11-12.30"
"22.12","Radiation Interactions, Control, and Measurement",2,0,4,6,,,,"8.02,permission of instructor",,"The interaction, attenuation, and biological effects of penetrating radiation, especially neutrons and photons. Physical processes of radiation scattering and absorption, and their cross-sections. Outline of health physics. Biological effects of radiation, and its quantification. Principles of radiation shielding, detection, dosimetry and radiation protection.",,,,,Y,,,,,"A. Danagoulian","Lecture,24-121/MW/0/11-12.30"
"22.13","Nuclear Energy Systems",2,0,4,6,,,,"22.01,2.005,permission of instructor",,"Introduction to generation of energy from nuclear reactions. Characteristics of nuclear energy. Fission cross-sections, criticality, and reaction control. Basic considerations of fission reactor engineering, thermal hydraulics, and safety. Nuclear fuel and waste characteristics. Fusion reactions and the character and conditions of energy generation. Plasma physics and approaches to achieving terrestrial thermonuclear fusion energy.",,,,,,,Y,,,,
"22.14","Materials in Nuclear Engineering",2,0,4,6,,,,"Chemistry GIR,permission of instructor",,"Introduces the fundamental phenomena of materials science with special attention to radiation and harsh environments. Materials lattices and defects and the consequent understanding of strength of materials, fatigue, cracking, and corrosion. Coulomb collisions of charged particles; their effects on structured materials; damage and defect production, knock-ons, transmutation, cascades and swelling. Materials in fission and fusion applications: cladding, waste, plasma-facing components, blankets.",,,,,,,Y,,,,
"22.15","Essential Numerical Methods",2,0,4,6,,,,"12.010,permission of instructor",,"Introduces computational methods for solving physical problems in nuclear applications. Ordinary and partial differential equations for particle orbit, and fluid, field, and particle conservation problems; their representation and solution by finite difference numerical approximations. Iterative matrix inversion methods. Stability, convergence, accuracy and statistics. Particle representations of Boltzmann's equation and methods of solution such as Monte-Carlo and particle-in-cell techniques.",,,,,Y,,,,"0,oct 27","N. Gomes Loureiro","Lecture,24-121/TR/0/9.30-11;Recitation,TBA"
"22.16","Nuclear Technology and Society",2,0,4,6,,,,"22.01,permission of instructor",,"Introduces the societal context and challenges for nuclear technology. Major themes include economics and valuation of nuclear power, interactions with government and regulatory frameworks; safety, quantification of radiation hazards, and public attitudes to risk. Covers policies and methods for limiting nuclear-weapons proliferation, including nuclear detection, materials security and fuel-cycle policy.",,,,,,,Y,,,,
