Subject Id,Subject Title,Subject Level,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule,URL
"4.021","Introduction to Architecture Design","U",3,3,6,12,,,"HASS-A","",,"Provides an introduction to the architecture design process. Develops skills that enable design creativity, thinking, representation, and development. Beginning with abstract exercises, introduces techniques for designing and developing 2-dimensional and 3-dimensional form and space in architecture. Limited to 25; preference to Course 4 majors and minors, and first- and second-year students.",,,"4.02A",,Y,,,,,"L. Bello",,"http://student.mit.edu/catalog/m4a.html#4.021"
"4.022","Architecture Design Foundations","U",3,3,6,12,,,,"",,"Provides the foundations for architectural design. Focuses on design methodologies, formal and spatial analysis and the translation of creative conceptual strategies into architectural design propositions. Instruction in design skills, including digital and analogue representational techniques. Preference to Course 4 majors and minors.",,,,,,,Y,,,"S. Ghantous","Design","http://student.mit.edu/catalog/m4a.html#4.022"
"4.023","Architecture Design Studio I","U",0,12,12,24,,,,"4.021;4.022",,"Provides instruction in architectural design and project development within design constraints including architectural program and site. Students engage the design process through various 2-dimensional and 3-dimensional media. Working directly with representational and model making techniques, students gain experience in the conceptual, formal, spatial and material aspects of architecture. Instruction and practice in oral and written communication provided. Preference to Course 4 majors and minors.",,,,,Y,,,,,"C. Parreno Alonso",,"http://student.mit.edu/catalog/m4a.html#4.023"
"4.024","Architecture Design Studio II","U",0,12,12,24,,,,"4.023;4.401;4.500",,"Provides instruction in architectural design and project development with an emphasis on social, cultural, or civic programs. Builds on foundational design skills with more complex constraints and contexts. Integrates aspects of architectural theory, building technology, and computation into the design process. Preference to Course 4 majors.",,,,,,,Y,,,"W. O'Brien","Design","http://student.mit.edu/catalog/m4a.html#4.024"
"4.025","Architecture Design Studio III","U",0,12,12,24,,,,"4.024;4.440",,"Provides instruction in more advanced architectural design projects. Students develop integrated design skills as they negotiate the complex issues of program, site, and form in a specific cultural context. Focuses on how architectural concepts and ideas translate into built environments that transform the public sphere. Studio designed to prepare students for graduate studies in the field. Preference to Course 4 majors.",,,,,Y,,,,,"C. Parreno Alonso",,"http://student.mit.edu/catalog/m4a.html#4.025"
"4.02A","Introduction to Architecture Design Intensive","U",2,5,2,9,,,"HASS-A","",,"Provides an introduction to the architecture design process. Develops skills that enable design creativity, thinking, representation, and development. Beginning with abstract exercises, introduces techniques for designing and developing 2-dimensional and 3-dimensional form and space in architecture. Limited to 25; preference to Course 4 majors and minors, and first- and second-year students.",,,"4.021",,,Y,,,"0,jan 29","J. Jih","Lecture,3-133/MTWRF/0/12-5;Lab,TBA","http://student.mit.edu/catalog/m4a.html#4.02A"
"4.031","Design Studio: Objects and Interaction","U",2,4,6,12,,,,"",,"Overview of design as the giving of form, order, and interactivity to the objects that define our daily life. Follows the path from project to interactive product. Covers the overall design process, preparing students for work in a hands-on studio learning environment. Emphasizes design development and constraints. Topics include the analysis of objects; interaction design and user experience; design methodologies, current dialogues in design; economies of scale vs. means; and the role of technology in design. Provides a foundation in prototyping skills such as carpentry, casting, digital fabrication, electronics, and coding.",,,,,Y,,Y,,,"Fall:  M. Coelho\nSpring:  M. Coelho","Lecture","http://student.mit.edu/catalog/m4a.html#4.031"
"4.032","Design Studio: Information and Visualization","U",2,4,6,12,,,,"",,"Provides an introduction to working with information, data and visualization in a hands-on studio learning environment. Studies the history and theory of information, followed by a series of projects in which students apply the ideas directly. Progresses though basic data analysis, visual design and presentation, and more sophisticated interaction techniques. Topics include storytelling and narrative, choosing representations, understanding audiences, and the role of designers working with data. Graduate students are expected to complete additional assignments.",,"4.033",,,Y,,Y,,,"Fall:  R. The\nSpring:  R. The","Lecture,5-134/F/0/9-12","http://student.mit.edu/catalog/m4a.html#4.032"
"4.033","Design Studio: Information and Visualization","G",,,,,,,,"",,"Provides an introduction to working with information, data and visualization in a hands-on studio learning environment. Studies the history and theory of information, followed by a series of projects in which students apply the ideas directly. Progresses though basic data analysis, visual design and presentation, and more sophisticated interaction techniques. Topics include storytelling and narrative, choosing representations, understanding audiences, and the role of designers working with data. Graduate students are expected to complete additional assignments.",,"4.032",,,Y,,Y,,,,"Lecture,5-134/F/0/9-12","http://student.mit.edu/catalog/m4a.html#4.033"
"4.091","Independent Study in Design","U",,,,,,,,"",,"Supplementary work on individual or group basis. Registration subject to prior arrangement for subject matter and supervision by staff.",,,,,Y,Y,Y,,,"Fall:  R. Caso\nSpring:  R. Caso",,"http://student.mit.edu/catalog/m4a.html#4.091"
"4.092","Independent Study in Design","U",,,,,,,,"",,"Supplementary work on individual or group basis. Registration subject to prior arrangement for subject matter and supervision by staff.",,,,,Y,Y,Y,,,"Fall:  R. Caso\nSpring:  R. Caso",,"http://student.mit.edu/catalog/m4a.html#4.092"
"4.093","Independent Study in Design","G",,,,,,,,"Permission of instructor",,"Supplementary work on individual or group basis. Registration subject to prior arrangement for subject matter and supervision by staff.",,,,,Y,Y,Y,,,"Fall:  R. Caso\nSpring:  R. Caso",,"http://student.mit.edu/catalog/m4a.html#4.093"
"4.094","Independent Study in Design","G",,,,,,,,"Permission of instructor",,"Supplementary work on individual or group basis. Registration subject to prior arrangement for subject matter and supervision by staff.",,,,,Y,Y,Y,,,"Fall:  R. Caso\nSpring:  R. Caso",,"http://student.mit.edu/catalog/m4a.html#4.094"
"4.100","Design Workshop: Fabricating Function","U",,,,3,,,,"",,"Through design and making, students discover the relationship between mind and hand and acquire the elemental skills necessary to research, conceptualize, represent, develop and fabricate design solutions to real-world problems. Covers the steps to creating and fabricating a functional object critical to understanding design and provides useful tools for problem solving in general. Lab fee. Limited to 15; preference to freshmen.",,,,"2017-2018",,Y,,,,,,"http://student.mit.edu/catalog/m4a.html#4.100"
"4.101","Design Studio: Introduction to Design Techniques and Technologies","U",2,4,6,12,,,,"",,"Introduces core principles, techniques and technologies for design across a wide range of media in a studio environment. Explores ideas related to form, materials, tools, systems, and structures through project-based exercises. Develops familiarity with design process, critical observation, and tools for the translation of design concepts into digital and physical constructs. Utilizing traditional and contemporary tools, faculty across various design disciplines expose students to a unique cross-section of inquiry.",,,,,,,Y,,,"J. Jih","Design","http://student.mit.edu/catalog/m4a.html#4.101"
"4.105","Geometric Disciplines and Architecture Skills I","G",2,2,5,9,,,,"Permission of instructor",,"Intensive introduction to architectural design tools and process, taught through a series of short exercises. Together with 4.107, covers a broad range of topics relating to the discourse of geometry as the basis of architectural design process. Focuses on projective drawings, explicit 3D modeling, and the reciprocity between representation and materialization. Lectures, workshops, and pin-ups address the architectural arguments intrinsic to geometry and its representation. Restricted to level one MArch students.",,,,,Y,,,,,"J. Lamere",,"http://student.mit.edu/catalog/m4a.html#4.105"
"4.109","Materials and Fabrication for Architecture","G",0,3,3,6,,,,"Permission of instructor",,"Provides the material system knowledge and fabrication process skills to successfully engage with all areas of the shop, from precision handwork to multi-axis computer numerically controlled (CNC) machining. Progresses through a series of basic exercises that introduce the material and workflow, concluding with more complex problems that explore opportunities and issues specific to architecture. Lab fee. Limited to 12; preference to first-year MArch students.",,,,,,Y,,,,"J. Lavallee","Lecture,N51-160/TWR/0/1-5.30","http://student.mit.edu/catalog/m4a.html#4.109"
"4.110","Design Across Scales and Disciplines","U",2,0,10,12,,,"HASS-A","",,"Inspired by Charles and Ray Eames' canonical  Powers of Ten , explores the relationship between science and engineering through the lens of design. Examines how transformations in science and technology have influenced design thinking and vice versa. Provides interdisciplinary skills and methods to represent, model, design and fabricate objects, machines, and systems using new computational and fabrication tools. Aims to develop methodologies for design research of interdisciplinary problems. Additional work required of students taking the graduate version of the subject. Enrollment limited; preference to Course 4 minors.",,"MAS.650",,,,,Y,,,"N. Oxman","Lecture,E14-633/T/0/10-12;Lab,E14-633/R/0/10-12","http://student.mit.edu/catalog/m4a.html#4.110"
"4.117","Creative Computation","G",,,,,,,,"permission of instructor",,"Architecture has a deep history of integrating drawing and making; however, the Albertian orthographic mandate has produced a schism in this reciprocal relationship. It has relegated architects to producing representations of architectural intent while handing over the responsibility of means and methods of making to builders. With recent advances in digital technologies, this relationship is once again becoming entangled. In doing so, it brings into question the renewed roles of architects, designers, creators, computers, and makers. Subject disputes the compartmentalization present in architectural practice today. Through the tools of computation and fabrication, it empowers students to design as architect, engineer, and craftsman.",,,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/m4a.html#4.117"
"4.119","Preparation for Undergraduate Architecture Design Thesis","U",2,0,10,12,,,,"4.024",,"Selection of thesis topic, defining method of approach, and preparation of thesis proposal for BSA degree in architecture. Weekly class meeting as well as individual conference with faculty.",,,,"2017-2018",Y,,,,,,,"http://student.mit.edu/catalog/m4a.html#4.119"
"4.120","Furniture Making Workshop","G",2,2,5,9,,,,"Permission of instructor",,"Provides instruction in designing and building a functional piece of furniture from an original design. Develops woodworking techniques from use of traditional hand tools to digital fabrication. Gives students the opportunity to practice design without using a building program or code. Surveys the history of furniture making and includes site visits to local collections and artists/craftsmen. Limited to 12; preference to Course 4 students.",,,,,,,Y,,,"C. Dewart","Lecture,N51-160/WF/0/9.30-11","http://student.mit.edu/catalog/m4a.html#4.120"
"4.123","Architectural Assemblies","G",2,2,5,9,,,,"",,"Fosters a holistic understanding of the architectural-building cycle, enabling students to build upon the history of design and construction to make informed decisions towards developing innovative building systems. Includes an overview of materials, processing methods, and their formation into building systems across cultures. Looks at developing innovative architectural systems focusing on the building envelope. Seeks to adapt processes from the aerospace and automotive industries to investigate buildings as prefabricated design and engineering assemblies. Synthesizes knowledge in building design and construction systems, environmental and structural design, and geometric and computational approaches.",,,,,,,Y,,,"J. Klein","Design,3-133/F/0/9-12","http://student.mit.edu/catalog/m4a.html#4.123"
"4.130","Architectural Design Theory and Methodologies","G",3,3,6,12,,,,"Permission of instructor",,"Studies design as an interrogative technique to examine material sciences, media arts and technology, cultural studies, computation and emerging fabrication protocols. Provides in-depth, theoretical grounding to the notion of 'design' in architecture, and to the consideration of contemporary design methodologies, while encouraging speculation on emerging design thinking. Topical focus varies with instructor. May be repeated for credit with permission of department.",,,,,Y,,,,,"J. Leung",,"http://student.mit.edu/catalog/m4a.html#4.130"
"4.140","How to Make (Almost) Anything","G",3,9,6,18,,,,"Permission of instructor",,"Provides a practical hands-on introduction to digital fabrication, including CAD/CAM/CAE, NC machining, 3-D printing and scanning, molding and casting, composites, laser and waterjet cutting, PCB design and fabrication; sensors and actuators; mixed-signal instrumentation, embedded processing, and wired and wireless communications. Develops an understanding of these capabilities through projects using them individually and jointly to create functional systems.","6.943[J],MAS.863[J]",,,,Y,,,,,"N. Gershenfeld",,"http://student.mit.edu/catalog/m4a.html#4.140"
"4.141","How to Design (almost) Anything","U",3,9,6,18,,,,"Permission of instructor",,"Introduces fundamental design principles and practices, such as seeing, sketching, storytelling, prototyping and performing, as a way to demystify design as a discipline. Taught by a diverse group of faculty, students dive deeply into design through lectures, labs, and weekly project assignments. Technique-based class intended for students without a design background enables more effective collaboration with designers and the ability to apply the foundations of design to any discipline. Additional work required of students taking graduate version.",,"4.142",,,,,Y,,,"S. Tibbitts","Design","http://student.mit.edu/catalog/m4a.html#4.141"
"4.142","How to Design (almost) Anything","G",3,9,6,18,,,,"MAS.863,permission of instructor",,"Introduces fundamental design principles and practices, such as seeing, sketching, storytelling, prototyping and performing, as a way to demystify design as a discipline. Taught by a diverse group of faculty, students dive deeply into design through lectures, labs, and weekly project assignments. Technique-based class intended for students without a design background enables more effective collaboration with designers and the ability to apply the foundations of design to any discipline. Additional work required of students taking graduate version.",,"4.141",,,,,Y,,,,"Design","http://student.mit.edu/catalog/m4a.html#4.142"
"4.151","Architecture Design Core Studio I",,0,12,9,21,,,,"Permission of instructor",,"Establishes foundational processes, techniques and attitudes towards architectural design. Includes projects of increasing scope and complexity engaging issues of structure, circulation, program, organization, building systems, materiality and tectonics. Develops methods of representation that incorporate both analogue and digital drawings and models. First in a sequence of design subjects, which must be taken in order. Limited to first-year MArch students.",,,,,,,,,,"W. O'Brien",,"http://student.mit.edu/catalog/m4a.html#4.151"
