Subject Id,Subject Title,Subject Level,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule,URL
"24.00","Problems of Philosophy","U",3,0,9,12,,"CI-H","HASS-H","",,"Introduction to the problems of philosophy- in particular, to problems in ethics, metaphysics, theory of knowledge, and philosophy of logic, language, and science. A systematic rather than historical approach. Readings from classical and contemporary sources, but emphasis is on examination and evaluation of proposed solutions to the problems.",,,,,,,Y,,,"A. Byrne","Lecture,32-124/TR/0/12;Recitation,56-191/F/0/10,56-191/F/0/11,56-191/F/0/12","http://student.mit.edu/catalog/m24a.html#24.00"
"24.01","Classics of Western Philosophy","U",3,0,9,12,,"CI-H","HASS-H","",,"Introduction to Western philosophical tradition through the study of selected major thinkers such as Plato, Aristotle, Lucretius, Descartes, Hobbes, Leibniz, Locke, Berkeley, Hume, Kant, Nietzsche and Marx. Emphasis on changes of intellectual outlook over time, and the complex interplay of scientific, religious and political concerns that influence the development of philosophical ideas.",,,,,Y,,,,,"S. Haslanger",,"http://student.mit.edu/catalog/m24a.html#24.01"
"24.02","Moral Problems and the Good Life","U",3,0,9,12,,"CI-H","HASS-H","",,"Introduction to important philosophical debates about moral issues and what constitutes a good life: What is right, what is wrong, and why? How important are personal happiness, longevity, and success if one is to live a good life? When is it good for you to get what you want? To what extent are we morally obliged to respect the rights and needs of others? What do we owe the poor, the discriminated, our loved ones, animals and fetuses?",,,,,Y,,,,,"K. Setiya",,"http://student.mit.edu/catalog/m24a.html#24.02"
"24.03","Good Food: The Ethics and Politics of Food","U",3,0,9,12,,"CI-H","HASS-H","",,"Explores the values (aesthetic, moral, cultural, religious, prudential, political) expressed in the choices of food people eat. Analyzes the decisions individuals make about what to eat, how society should manage food production and consumption collectively, and how reflection on food choices might help resolve conflicts between different values.",,,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/m24a.html#24.03"
"24.04","Justice","U",3,0,9,12,,"CI-H","HASS-H","",,"An examination of alternative theories of justice&#8212;utilitarianism, rights theories, social contract theory, and communitarianism&#8212;and the implications of those theories for problems of liberty, equality, and community. Readings drawn principally from the work of contemporary political philosophers, including Rawls, Nozick, Dworkin, Walzer, MacIntyre, and Buchanan.","17.01[J]",,,,,,Y,,,"S. Hahn","Lecture,32-155/MW/0/11;Recitation,56-167/F/0/10,56-167/F/0/11,56-167/F/0/12","http://student.mit.edu/catalog/m24a.html#24.04"
"24.05","Philosophy of Religion","U",3,0,9,12,,"CI-H","HASS-H","",,"Uses key questions in the philosophy of religion to introduce tools of contemporary philosophy. Explores what defines a god, the possibility of the existence of gods, the potential conflict between religion and science, whether morality requires a divine author, and religious tolerance.",,,,,,,Y,,,"J. Spencer","Lecture,32-144/TR/0/11;Recitation,56-180/F/0/10,56-180/F/0/12,56-180/F/0/1","http://student.mit.edu/catalog/m24a.html#24.05"
"24.06","Bioethics","U",3,0,9,12,,"CI-H","HASS-H","",,"Considers ethical questions that have arisen from the growth of biomedical research and the health-care industry since World War II. Should doctors be allowed to help patients end their lives? If so, when and how? Should embryos be cloned for research and/or reproduction? Should parents be given control over the genetic make-up of their children? What types of living things are appropriate to use as research subjects? How should we distribute scarce and expensive medical resources? Draws on philosophy, history, and anthropology to show how problems in bioethics can be approached from a variety of perspectives.","STS.006[J]",,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/m24a.html#24.06"
"24.07","The Ethics of Climate Change","U",3,0,9,12,,"CI-H","HASS-H","",,"Deals with ethical questions raised by the way in which our climate is changing as a result of fossil fuel consumption. Explores the moral problems raised by these effects, the obligations of individuals and governments, the difficulties involved in dealing with uncertainty, catastrophe, and the ethics of future generations.",,,,,,,Y,,,"C. Hare, K. Setiya","Lecture,32-144/MW/0/11;Recitation,56-162/F/0/10,56-162/F/0/12,56-162/F/0/1","http://student.mit.edu/catalog/m24a.html#24.07"
"24.08","Philosophical Issues in Brain Science","U",3,0,9,12,,"CI-H","HASS-H","",,"An introduction to some central philosophical questions about the mind, specifically those intimately connected with contemporary psychology and neuroscience. Discussions focus on arguments over innate concepts; 'mental images' as pictures in the head; whether color is in the mind or in the world; and whether there can be a science of consciousness. Explains the relevant parts of psychology and neuroscience as the subject proceeds.","9.48[J]",,,,Y,,,,,"E. Green",,"http://student.mit.edu/catalog/m24a.html#24.08"
"24.09","Minds and Machines","U",3,0,9,12,,"CI-H","HASS-H","",,"Introduction to philosophy of mind. Can computers think? Is the mind an immaterial thing? Alternatively, is the mind the brain? How can creatures like ourselves think thoughts that are about things? Can I know whether your experiences are the same as mine when we both look at raspberries, fire trucks, and stoplights? Can consciousness be given a scientific explanation?",,,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/m24a.html#24.09"
"24.111","Philosophy of Quantum Mechanics","U",3,0,9,12,,,"HASS-H","",,"Quantum mechanics is said to describe a world in which physical objects often lack 'definite' properties, indeterminism creeps in at the point of 'observation,' ordinary logic does not apply, and distant events are perfectly yet inexplicably correlated. Examination of these and other issues central to the philosophical foundations of quantum mechanics, with special attention to the measurement problem, no-hidden-variables proofs, and Bell's Inequalities. Rigorous approach to the subject matter nevertheless neither presupposes nor requires the development of detailed technical knowledge of the quantum theory.",,,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/m24a.html#24.111"
"24.112","Space, Time, and Relativity","U",3,0,9,12,,,"HASS-H","",,"Philosophical questions raised by relativistic and pre-relativistic physics, especially questions about space and time. Discussions focus on Newton's arguments for the existence of absolute space and time; pre-relativistic arguments that the geometry of space is a matter of convention; and counter arguments from relativity showing that the passage of time is not a real phenomenon. Other topics include the relationship between matter and energy in relativity, and the possibility of time travel. Previous exposure to special relativity will be helpful but is not required.",,,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/m24a.html#24.112"
"24.115","Philosophy and Time","U",3,0,9,12,,,"HASS-H","",,"Considers a wide range of philosophical questions about time through the lenses of metaphysics, philosophy of mind, and theory of value. Topics include the question of time's existence, how our minds represent events in time, and whether it is rational to be 'biased toward the future.'",,,,"2017-2018",Y,,,,,,,"http://student.mit.edu/catalog/m24a.html#24.115"
"24.118","Paradox and Infinity","U",3,0,9,12,,,"HASS-H","",,"Presents highlights of the more technical side of philosophy. Studies a cluster of puzzles, paradoxes, and intellectual wonders - from the higher infinite to Godel's Theorem - and discusses their philosophical implications. Recommended prerequisites: 6.0001, 18.01.",,,,,,,Y,,,"A. Rayo","Lecture,32-141/MW/0/10;Recitation,66-154/F/0/11,66-168/F/0/11,8-205/F/0/12","http://student.mit.edu/catalog/m24a.html#24.118"
"24.120","Moral Psychology","U",3,0,9,12,,,"HASS-H","",,"An examination of philosophical theories of action and motivation in the light of empirical findings from social psychology, sociology and neuroscience. Topics include belief, desire, and moral motivation; sympathy and empathy; intentions and other committing states; strength of will and weakness of will; free will; addiction and compulsion; guilt, shame and regret; evil; self-knowledge and self-deception; virtues and character traits.",,,,,,,Y,,,"E. J. Green","Lecture,56-180/TR/0/11-12.30","http://student.mit.edu/catalog/m24a.html#24.120"
"24.130","Philosophy and the Arts","U",3,0,9,12,,,"HASS-H","",,"Explores philosophical questions about art in general, and about the particular arts, such as literature and music. Measures the answers philosophers have proposed to these questions against our own experiences with the arts.  Readings include short works of literature. Includes a museum visit with no charge to students.",,,,,Y,,,,,"B. Skow",,"http://student.mit.edu/catalog/m24a.html#24.130"
