Subject Id,Subject Title,Subject Level,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule,URL
"3.001","Introduction to Materials Science and Engineering","U",,,,2,,,,"",,"Provides a broad introduction to topics in materials science and the curricula in the Department of Materials Science and Engineering's core subjects. Emphasizes conceptual and visual examples of materials phenomena and engineering. Preference to sophomores in fall and freshmen in spring.",,,,,Y,,Y,,,"Fall:  C. Carter\nSpring:  C. Carter","Lecture,4-144/M/0/3-5","http://student.mit.edu/catalog/m3a.html#3.001"
"3.003","Principles of Engineering Practice",,1,2,6,9,,,,"Physics I GIR;Calculus I GIR",,"Introduces students to the interdisciplinary nature of 21st-century engineering projects with three threads of learning: a technical toolkit, a social science toolkit, and a methodology for problem-based learning. Students encounter the social, political, economic, and technological challenges of engineering practice by participating in actual engineering projects involving public transportation and information infrastructure with faculty and industry. Student teams create prototypes and mixed media reports with exercises in project planning, analysis, design, optimization, demonstration, reporting and team building. Preference to freshmen.",,"3.004",,,,,,,,,"Lecture,4-265/T/0/1-3;Lab,4-265/R/0/1-3","http://student.mit.edu/catalog/m3a.html#3.003"
"3.004","Principles of Engineering Practice","U",3,3,6,12,,,,"Physics I GIR;Calculus I GIR",,"Introduces students to the interdisciplinary nature of 21st-century engineering projects with three threads of learning: a technical toolkit, a social science toolkit, and a methodology for problem-based learning. Students encounter the social, political, economic and technological challenges of engineering practice via case studies and participation in engineering projects. Includes a six-stage term project in which student teams develop solutions through exercises in project planning, analysis, design, optimization, demonstration, reporting, and team building.",,"3.003",,,,,Y,,,"L. Kimerling","Lecture,4-265/T/0/1-3;Lab,4-265/R/0/1-3","http://student.mit.edu/catalog/m3a.html#3.004"
"3.005","Passion Projects: Living in a Material World","U",1,2,6,9,,,,"",,"Project-based seminar in which students formulate and answer questions about a material or object that interests and inspires them. Uses cutting-edge equipment to characterize the materials' structure in order to understand its role and functionality. Analyzes the lifecycle of the material to better understand the full use case. Culminates in the creation of a website, video, and final presentation in which students share the results of their research. Preference to freshmen; limited to 15.",,,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/m3a.html#3.005"
"3.012","Fundamentals of Materials Science and Engineering","U",5,0,10,15,"REST",,,"","18.03,18.032,3.016","Describes the fundamentals of structure and energetics that underpin materials science. Presents thermodynamic concepts and the laws governing equilibrium properties, and the connections between thermodynamic concepts and materials phenomena, such as phase transformations, multiphase equilibria, and chemical reactions. Introduces computerized thermodynamics. Structure of noncrystalline, crystalline, and liquid-crystalline states. Symmetry and tensor properties of materials. Point, line, and surface imperfections in materials. Diffraction and structure determination.",,,,,Y,,,,,"C. Ross",,"http://student.mit.edu/catalog/m3a.html#3.012"
"3.014","Materials Laboratory","U",1,4,7,12,"LAB",,,"",,"Experimental exploration of the connections between structure, properties, processing, and performance of materials. Hands-on experience with materials characterization techniques and instrumentation. Covers methodology of technical communication (written and oral) with a view to integrate experimental design, execution, and analysis. Concurrent enrollment in 3.012 and 3.014 strongly recommended.",,,,,Y,,,,,"D. Sadoway",,"http://student.mit.edu/catalog/m3a.html#3.014"
"3.016","Computational Methods for Materials Scientists and Engineers","U",3,1,8,12,,,,"Calculus II GIR",,"Computational and analytical techniques necessary for materials science and engineering topics, such as material structure, symmetry, and thermodynamics, materials response to applied fields, mechanics and physics of solids and soft materials. Presents mathematical concepts and materials-related problem solving skills alongside symbolic programming techniques. Symbolic algebraic computational methods, programming, and visualization techniques; topics include linear algebra, quadratic forms, tensor operations, symmetry operations, calculus of several variables, eigensystems, systems of ordinary and partial differential equations, beam theory, resonance phenomena, special functions, numerical solutions, statistical analysis, Fourier analysis, and random walks.",,,,,Y,,,,,"C. Carter",,"http://student.mit.edu/catalog/m3a.html#3.016"
"3.017","Modelling, Problem Solving, Computing, and Visualization","U",2,2,8,12,,,,"3.016,6.0001,16.66,12.010;3.014,3.022,3.024;permission of instructor",,"Covers development and design of models for materials processes and structure-property relations. Emphasizes techniques for solving equations from models or simulating their behavior. Assesses methods for visualizing solutions and aesthetics of the graphical presentation of results. Topics include symmetry and structure, classical and statistical thermodynamics, solid state physics, mechanics, phase transformations and kinetics, statistics and presentation of data.",,,,,,,Y,,,"C. Carter","Lecture,4-253/MW/0/11;Lab,8-205/T/0/10-12","http://student.mit.edu/catalog/m3a.html#3.017"
"3.021","Introduction to Modeling and Simulation","U",4,0,8,12,"REST",,,"18.03,3.016,permission of instructor",,"Basic concepts of computer modeling and simulation in science and engineering. Uses techniques and software for simulation, data analysis and visualization. Continuum, mesoscale, atomistic and quantum methods used to study fundamental and applied problems in physics, chemistry, materials science, mechanics, engineering, and biology. Examples drawn from the disciplines above are used to understand or characterize complex structures and materials, and complement experimental observations.",,,,,,,Y,,,"M. Buehler","Lecture,4-231/TR/0/2.30-4.30;Recitation,8-205/M/0/4,8-205/F/0/4","http://student.mit.edu/catalog/m3a.html#3.021"
"3.022","Microstructural Evolution in Materials","U",3,3,6,12,,,,"3.012",,"Covers microstructures, defects, and structural evolution in all classes of materials. Topics include solution kinetics, interface stability, dislocations and point defects, diffusion, surface energetics, grains and grain boundaries, grain growth, nucleation and precipitation, and electrochemical reactions. Lectures illustrate a range of examples and applications based on metals, ceramics, electronic materials, polymers, and biomedical materials. Explores the evolution of microstructure through experiments involving optical and electron microscopy, calorimetry, electrochemical characterization, surface roughness measurements, and other characterization methods. Investigates structural transitions and structure-property relationships through practical materials examples.",,,,,,,Y,,,"J. Hu","Lecture,4-231/MWF/0/10;Lab,8-107/MWF/0/9-1;Recitation,13-3101/TR/0/11,13-3101/TR/0/12","http://student.mit.edu/catalog/m3a.html#3.022"
"3.024","Electronic, Optical and Magnetic Properties of Materials","U",3,3,6,12,,,,"3.012",,"Uses fundamental principles of quantum mechanics, solid state physics, electricity and magnetism to describe how the electronic, optical and magnetic properties of materials originate. Illustrates how these properties can be designed for particular applications, such as diodes, solar cells, optical fibers, and magnetic data storage. Involves experimentation using spectroscopy, resistivity, impedance and magnetometry measurements, behavior of light in waveguides, and other characterization methods. Uses practical examples to investigate structure-property relationships.",,,,,,,Y,,,"P. Anikeeva","Lecture,4-231/MWF/0/11;Lab,8-107/MWF/0/9-1;Recitation,4-145/TR/0/12,4-145/TR/0/1","http://student.mit.edu/catalog/m3a.html#3.024"
"3.032","Mechanical Behavior of Materials","U",3,1,8,12,,,,"Physics I GIR;3.016,18.03",,"Basic concepts of solid mechanics and mechanical behavior of materials: elasticity, stress-strain relationships, stress transformation, viscoelasticity, plasticity and fracture.  Continuum behavior as well as atomistic explanations of the observed behavior are described. Examples from engineering as well as biomechanics.  Lab experiments and demonstrations give hands-on experience of the physical concepts. Offers a combination of online and in-person instruction.",,,,,Y,,,,,"L. Gibson",,"http://student.mit.edu/catalog/m3a.html#3.032"
"3.034","Organic and Biomaterials Chemistry","U",4,2,6,12,,,,"3.012",,"Focuses on the chemistry and chemical structure-property relationships of soft synthetic and biologically derived materials, and aims to develop a fundamental understanding of the molecular nature of materials. Topics include methods for preparing synthetic polymers by step- and chain-growth polymerizations; polymerization reaction kinetics; chemistry of proteins and nucleic acids; DNA nanotechnology; synthetic polypeptides and artificial amino acids; application of biologically derived materials into biomedical and sensing applications; electroactive organic materials; and polymer processing and mechanical properties. Includes firsthand application of lecture topics through design-oriented experiments.",,"3.034A",,,Y,,,,,"R. Macfarlane",,"http://student.mit.edu/catalog/m3a.html#3.034"
"3.034A","Organic and Biomaterials Chemistry","U",4,0,8,12,,,,"Chemistry GIR",,"Focuses on the chemistry and chemical structure-property relationships of soft synthetic and biologically derived materials. Topics include methods for preparing synthetic polymers by step and chain growth polymerizations; polymerization reaction kinetics; chemistry of proteins, nucleic acids, polysaccharides and lipids; enzymatic reactions; electroactive organic materials; polymer mechanical properties and processing techniques; applications of biological and biomaterials; self-assembly of polymer, nanoparticle, and biological materials; instrumental techniques for characterizing soft materials. 3.304A students also complete additional written assignments in place of the 3.034 laboratory component.",,"3.034",,,Y,,,,,,,"http://student.mit.edu/catalog/m3a.html#3.034A"
"3.035","Problems in Materials Science and Engineering","U",,,,,,,,"Permission of instructor",,"For undergraduates desiring to carry on projects of their own choosing, which may be experimental, theoretical, or of a design nature. Also for undergraduate studies arranged by students or staff, which may consist of seminars, assigned reading, or laboratory projects. See UROP Coordinator for registration procedures.",,,,,Y,,Y,Y,,"Fall:  A. Belcher\nSpring:  A. Belcher",,"http://student.mit.edu/catalog/m3a.html#3.035"
"3.036","Problems in Materials Science and Engineering","U",,,,,,,,"Permission of instructor",,"For undergraduates desiring to carry on projects of their own choosing, which may be experimental, theoretical, or of a design nature. Also for undergraduate studies arranged by students or staff, which may consist of seminars, assigned reading, or laboratory projects. See UROP Coordinator for registration procedures.",,,,,Y,,Y,Y,,"Fall:  H. Tuller\nSpring:  H. Tuller",,"http://student.mit.edu/catalog/m3a.html#3.036"
