Subject Id,Subject Title,Subject Level,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule,URL
"2.00A","Fundamentals of Engineering Design: Explore Space, Sea and Earth","U",3,3,3,9,,,,"Physics I GIR;Calculus I GIR",,"Student teams formulate and complete space/earth/ocean exploration-based design projects with weekly milestones. Introduces core engineering themes, principles, and modes of thinking. Specialized learning modules enable teams to focus on the knowledge required to complete their projects, such as machine elements, electronics, design process, visualization and communication. Includes exercises in written and oral communication and team building. Examples of projects include surveying a lake for millfoil, from a remote controlled aircraft, and then sending out robotic harvesters to clear the invasive growth; and exploration to search for the evidence of life on a moon of Jupiter, with scientists participating through teleoperation and supervisory control of robots. Enrollment limited; preference to freshmen.",,,,"2018-2019",,,Y,,,"D. Frey","Lecture,1-246/TR/0/2.30-4;Lab,5-007/W/0/2-5,5-007/F/0/11-2","http://student.mit.edu/catalog/m2a.html#2.00A"
"2.00B","Toy Product Design","U",3,5,1,9,,,,"",,"Provides students with an overview of design for entertainment and play, as well as opportunities in creative product design and community service. Students develop ideas for new toys that serve clients in the community, and work in teams with local sponsors and with experienced mentors on a themed toy design project. Students enhance creativity and experience fundamental aspects of the product development process, including determining customer needs, brainstorming, estimation, sketching, sketch modeling, concept development, design aesthetics, detailed design, and prototyping. Includes written, visual, and oral communication. Enrollment limited; preference to freshmen.",,,,,,,Y,,,"D. Wallace","Lecture,3-370/MW/0/3.30-5;Lab,3-004/W/1/7-10 PM,3-004/R/0/9-12,3-004/R/1/7-10 PM,3-004/F/0/9-12","http://student.mit.edu/catalog/m2a.html#2.00B"
"2.00C","Design for Complex Environmental Issues: Building Solutions and Communicating Ideas","U",3,1,5,9,,,,"",,"Students work in small groups, under the guidance of researchers from MIT, to pursue specific aspects of the  year's Terrascope problem. Teams design and build prototypes, graphic displays and other tools to communicate their findings and display them in a Bazaar of Ideas open to the MIT community.  Some teams develop particular solutions, others work to provide deeper understanding of the issues, and others focus on ways to communicate these ideas with the general public. Students' work is evaluated by independent experts. Offers students an opportunity to develop ideas from the fall semester and to work in labs across MIT. Limited to first-year students.","1.016[J],EC.746[J]",,,,,,Y,,,"A. Epstein","Lecture,16-168/MW/0/3-4.30;Recitation,16-168/F/0/3","http://student.mit.edu/catalog/m2a.html#2.00C"
"2.00","Introduction to Design","U",2,2,2,6,,,,"",,"Project-based introduction to product development and engineering design. Emphasizes key elements of the design process, including defining design problems, generating ideas, and building solutions. Presents a range of design techniques to help students think about, evaluate, and communicate designs, from sketching to physical prototyping, as well as other types of modeling. Students work both individually and in teams. Enrollment limited; preference to Course 2-A sophomores.",,,,,Y,,,,,"M. Yang",,"http://student.mit.edu/catalog/m2a.html#2.00"
"2.001","Mechanics and Materials I",,4,1,7,12,,,,"Physics I GIR","18.03,2.087","Introduction to statics and the mechanics of deformable solids. Emphasis on the three basic principles of equilibrium, geometric compatibility, and material behavior. Stress and its relation to force and moment; strain and its relation to displacement; linear elasticity with thermal expansion. Failure modes. Application to simple engineering structures such as rods, shafts, beams, and trusses.  Application to biomechanics of natural materials and structures.",,,,,,,,,,"Fall:  S. Socrate\nSpring:  S. Socrate","Lecture,4-270/MWF/0/11;Lab,1-307/R/0/9-10.30,1-307/R/0/10.30-12,1-307/R/0/12.30-2,1-307/R/0/2-3.30,1-307/R/0/3.30-5,1-307/F/0/9-10.30","http://student.mit.edu/catalog/m2a.html#2.001"
"2.002","Mechanics and Materials II","U",3,3,6,12,,,,"2.001;Chemistry GIR",,"Introduces mechanical behavior of engineering materials, and the use of materials in mechanical design.  Emphasizes the fundamentals of mechanical behavior of materials, as well as design with materials.  Major topics: elasticity, plasticity, limit analysis, fatigue, fracture, and creep.  Materials selection.  Laboratory experiments involving projects related to materials in mechanical design. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.",,,,,,,Y,,"1,feb 12","K. Kamrin","Lecture,3-270/MW/0/11-12.30;Lab,1-307/M/0/1-3,1-307/M/0/3-5,1-307/T/0/1-3,1-307/T/0/3-5,1-307/W/0/1-3,1-307/W/0/3-5","http://student.mit.edu/catalog/m2a.html#2.002"
"2.003","Dynamics and Control I",,4,1,7,12,,,,"Physics II","18.03,2.087","Introduction to the dynamics and vibrations of lumped-parameter models of mechanical systems. Kinematics. Force-momentum formulation for systems of particles and rigid bodies in planar motion. Work-energy concepts.  Virtual displacements and virtual work. Lagrange's equations for systems of particles and rigid bodies in planar motion. Linearization of equations of motion. Linear stability analysis of mechanical systems. Free and forced vibration of linear multi-degree of freedom models of mechanical systems; matrix eigenvalue problems.","1.053[J]",,,,,,,,,"Fall:  T. Sapsis\nSpring:  A. Rodriguez Garcia","Lecture,3-270/MW/0/9.30-11;Recitation,1-242/R/0/2,1-242/R/0/3,1-375/F/0/10,1-375/F/0/11","http://student.mit.edu/catalog/m2a.html#2.003"
"2.004","Dynamics and Control II","U",4,2,6,12,,,,"2.003;Physics II GIR",,"Modeling, analysis, and control of dynamic systems. System modeling: lumped parameter models of mechanical, electrical, and electromechanical systems; interconnection laws; actuators and sensors. Linear systems theory: linear algebra; Laplace transform; transfer functions, time response and frequency response, poles and zeros; block diagrams; solutions via analytical and numerical techniques; stability. Introduction to feedback control: closed-loop response; PID compensation; steady-state characteristics, root-locus design concepts, frequency-domain design concepts. Laboratory experiments and control design projects. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.",,,,,Y,,Y,,,"Fall:  F. Hover\nSpring:  K. Youcef-Toumi","Lecture,4-270/MW/0/9.30-11/F/0/10;Lab,3-062/M/0/1-3,3-062/M/0/3-5,3-062/T/0/1-3,3-062/T/0/3-5","http://student.mit.edu/catalog/m2a.html#2.004"
"2.005","Thermal-Fluids Engineering I","U",5,0,7,12,,,,"Physics II GIR;Calculus II GIR;2.086,6.0002,18.06;permission of instructor",,"Integrated development of the fundamental principles of thermodynamics, fluid mechanics, and heat transfer with applications. Focuses on the development of the first and second laws of thermodynamics with special consideration of the rate processes associated with heat transfer and work transfer. Entropy generation and its influence on the performance of engineering systems. Conduction heat transfer in solids including steady-state and transient situations. Finned surfaces. Coupled and uncoupled fluid models. Hydrostatics. Inviscid flow analysis and Bernoulli equation. Internal and external laminar viscous flows. Turbulence. Boundary layers. Head loss in pipes.",,,,,Y,,Y,,,"Fall:  P. Lermusiaux\nSpring:  J. Buongiorno","Lecture,32-123/TR/0/9-11;Recitation,1-150/F/0/11,1-150/F/0/12,1-150/F/0/1","http://student.mit.edu/catalog/m2a.html#2.005"
"2.006","Thermal-Fluids Engineering II","U",5,0,7,12,,,,"2.005;2.051,2.06",,"Focuses on the application of the principles of thermodynamics, heat transfer, and fluid mechanics to the design and analysis of engineering systems. Laminar and turbulent flow. Heat transfer associated with laminar and turbulent flow of fluids in free and forced convection in channels and over surfaces. Pure substance model. Heat transfer in boiling and condensation. Thermodynamics and fluid mechanics of steady flow components of thermodynamic plants. Heat exchanger design. Power cycles and refrigeration plants. Design of thermodynamic plants. Radiation heat transfer. Multi-mode heat transfer and fluid flow in thermodynamic plants.",,,,,Y,,Y,,,"Fall:  R. Karnik\nSpring:  B. Gallant","Lecture,3-270/TR/0/9.30-11/F/0/9;Recitation,5-233/R/0/1,5-233/R/0/2,5-233/R/0/3","http://student.mit.edu/catalog/m2a.html#2.006"
