Subject Id,Subject Title,Subject Level,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule,URL
"16.00","Introduction to Aerospace and Design","U",2,2,2,6,,,,"",,"Highlights fundamental concepts and practices of aerospace engineering through lectures on aeronautics, astronautics, and the principles of project design and execution. Provides training in the use of Course 16 workshop tools and 3-D printers, and in computational tools, such as CAD. Students engage in teambuilding during an immersive, semester-long project in which teams design, build, and fly radio-controlled lighter-than-air (LTA) vehicles. Emphasizes connections between theory and practice and introduces students to fundamental systems engineering practices, such as oral and written design reviews, performance estimation, and post-flight performance analysis.",,,,,,,Y,,,"J. A. Hoffman, R. J. Hansman, D. W. Miller","Lecture,32-144/TR/0/10;Lab,TBA","http://student.mit.edu/catalog/m16a.html#16.00"
"16.001","Unified Engineering: Materials and Structures","U",5,1,6,12,"REST",,,"Calculus II GIR;Physics I GIR","16.002;18.03","Presents fundamental principles and methods of materials and structures for aerospace engineering, and engineering analysis and design concepts applied to aerospace systems.  Topics include statics; analysis of trusses; analysis of statically determinate and indeterminate systems; stress-strain behavior of materials; analysis of beam bending, buckling, and torsion; material and structural failure, including plasticity, fracture, fatigue, and their physical causes. Experiential lab and aerospace system projects provide additional aerospace context.",,,,,Y,,,,,"R. Radovitzky",,"http://student.mit.edu/catalog/m16a.html#16.001"
"16.002","Unified Engineering: Signals and Systems","U",5,1,6,12,,,,"Calculus II GIR","16.001;Physics II GIR;18.03,18.032","Presents fundamental principles and methods of signals and systems for aerospace engineering, and engineering analysis and design concepts applied to aerospace systems.  Topics include linear and time invariant systems; convolution; transform analysis; and modulation, filtering, and sampling.  Experiential lab and aerospace system projects provide additional aerospace context.",,,,,Y,,,,,"K. Willcox",,"http://student.mit.edu/catalog/m16a.html#16.002"
"16.003","Unified Engineering: Fluid Dynamics","U",5,1,6,12,,,,"Calculus II GIR;Physics II GIR;18.03,18.032","16.004","Presents fundamental principles and methods of fluid dynamics for aerospace engineering, and engineering analysis and design concepts applied to aerospace systems. Topics include aircraft and aerodynamic performance, conservation laws for fluid flows, quasi-one-dimensional compressible flows, shock and expansion waves, streamline curvature, potential flow modeling, an introduction to three-dimensional wings and induced drag. Experiential lab and aerospace system projects provide additional aerospace context.",,,,,,,Y,,,"D. Darmofal","Lecture,35-225/MFR/0/9/T/0/10;Lab,TBA;Recitation,35-225/W/0/9","http://student.mit.edu/catalog/m16a.html#16.003"
"16.004","Unified Engineering: Thermodynamics","U",5,1,6,12,,,,"Calculus II GIR;Physics II GIR;18.03,18.032","16.003;Chemistry GIR","Presents fundamental principles and methods of thermodynamics for aerospace engineering, and engineering analysis and design concepts applied to aerospace systems. Topics include thermodynamic state of a system, forms of energy, work, heat, the first law of thermodynamics, heat engines, reversible and irreversible processes, entropy and the second law of thermodynamics, ideal and non-ideal cycle analysis, two-phase systems, and introductions to thermochemistry and heat transfer. Experiential lab and aerospace system projects provide additional aerospace context.",,,,,,,Y,,,"Z. Spakovszky","Lecture,35-225/MTFR/0/10;Lab,TBA;Recitation,35-225/W/0/10","http://student.mit.edu/catalog/m16a.html#16.004"
"16.06","Principles of Automatic Control","U",3,1,8,12,,,,"16.002;16.003,16.004",,"Introduction to design of feedback control systems. Properties and advantages of feedback systems. Time-domain and frequency-domain performance measures. Stability and degree of stability. Root locus method, Nyquist criterion, frequency-domain design, and some state space methods. Strong emphasis on the synthesis of classical controllers. Application to a variety of aerospace systems.  Hands-on experiments using simple robotic systems.",,,,,Y,,,,,"J. P. How",,"http://student.mit.edu/catalog/m16a.html#16.06"
"16.07","Dynamics","U",4,0,8,12,,,,"16.001,16.002;16.003,16.004",,"Fundamentals of Newtonian mechanics. Kinematics, particle dynamics, motion relative to accelerated reference frames, work and energy, impulse and momentum, systems of particles and rigid body dynamics. Applications to aerospace engineering including introductory topics in orbital mechanics, flight dynamics, inertial navigation and attitude dynamics.",,,,,Y,,,,,"D. Miller",,"http://student.mit.edu/catalog/m16a.html#16.07"
"16.09","Statistics and Probability","U",4,0,8,12,,,,"Calculus II GIR",,"Introduction to statistics and probability with applications to aerospace engineering.  Covers essential topics, such as sample space, discrete and continuous random variables, probability distributions, joint and conditional distributions, expectation, transformation of random variables, limit theorems, estimation theory, hypothesis testing, confidence intervals, statistical tests, and regression.",,,,,,,Y,,,"L. Stirling","Lecture,37-212/MW/0/1-2.30;Recitation,33-319/T/0/4","http://student.mit.edu/catalog/m16a.html#16.09"
"16.100","Aerodynamics","U",3,1,8,12,,,,"16.003;16.004",,"Extends fluid mechanic concepts from Unified Engineering to aerodynamic performance of wings and bodies in sub/supersonic regimes. Addresses themes such as subsonic potential flows, including source/vortex panel methods; viscous flows, including laminar and turbulent boundary layers; aerodynamics of airfoils and wings, including thin airfoil theory, lifting line theory, and panel method/interacting boundary layer methods; and supersonic and hypersonic airfoil theory. Material may vary from year to year depending upon focus of design problem.",,,,,Y,,,,,"D. Darmofal",,"http://student.mit.edu/catalog/m16a.html#16.100"
"16.101","Topics in Fluids and Propulsion","U",,,,,,,,"Permission of department",,"Provides credit for work on material in fluids or propulsion outside of regularly scheduled subjects. Intended for transfer credit and study abroad. Credit may be used to satisfy specific degree requirements in the Course 16 program. Requires prior approval. Consult department.",,,,,Y,Y,Y,,,"Fall:  N. Roy\nSpring:  N. Roy",,"http://student.mit.edu/catalog/m16a.html#16.101"
