Subject Id,Subject Title,Subject Level,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule,URL
"6.00","Introduction to Computer Science and Programming","U",3,7,2,12,"REST",,,"",,"Introduction to computer science and programming for students with little or no programming experience.  Students learn how to program and how to use computational techniques to solve problems.  Topics include software design, algorithms, data analysis, and simulation techniques.  Assignments are done using the Python programming language. Meets with 6.0001 first half of term and 6.0002 second half of term. Credit cannot also be received for 6.0001 or 6.0002. Final given during final exam week.",,,,,Y,,Y,,,"Fall:  J. Guttag\nSpring:  A. Bell","Lecture,26-100/MW/0/3","http://student.mit.edu/catalog/m6a.html#6.00"
"6.0001","Introduction to Computer Science Programming in Python","U",2,3,1,6,,,,"",,"Introduction to computer science and programming for students with little or no programming experience. Students develop skills to program and use computational techniques to solve problems. Topics include the notion of computation, Python, simple algorithms and data structures, testing and debugging, and algorithmic complexity. Combination of 6.0001 and 6.0002 counts as REST subject. Final given in the seventh week of the term.",,,,,Y,,Y,,,"Fall:  J. Guttag","Lecture,26-100/MW/0/3;Recitation,34-304/F/0/10,34-304/F/0/11,24-121/F/0/11,24-121/F/0/12,1-375/F/0/1,1-375/F/0/2,5-217/F/0/1,5-217/F/0/2","http://student.mit.edu/catalog/m6a.html#6.0001"
"6.0002","Introduction to Computational Thinking and Data Science","U",2,3,1,6,,,,"6.0001,permission of instructor",,"Provides an introduction to using computation to understand real-world phenomena. Topics include plotting, stochastic programs, probability and statistics, random walks, Monte Carlo simulations, modeling data, optimization problems, and clustering. Combination of 6.0001 and 6.0002 counts as REST subject. Final given during final exam week.",,,,,Y,,Y,,,"Fall:  J. Guttag\nSpring:  A. Bell","Lecture,26-100/MW/0/3;Recitation,34-304/F/0/10,34-304/F/0/11,24-121/F/0/11,24-121/F/0/12,1-375/F/0/1,1-375/F/0/2,5-217/F/0/1,5-217/F/0/2","http://student.mit.edu/catalog/m6a.html#6.0002"
"6.002","Circuits and Electronics","U",4,1,7,12,"REST",,,"Physics II GIR","18.03,2.087","Fundamentals of the lumped circuit abstraction. Resistive elements and networks, independent and dependent sources, switches and MOS devices, digital abstraction, amplifiers, and energy storage elements. Dynamics of first- and second-order networks; design in the time and frequency domains; analog and digital circuits and applications. Design exercises. Occasional laboratory.",,,"6.S064",,Y,,Y,,,"Fall:  D. Perreault","Lecture,32-123/TR/0/11;Lab,TBA;Recitation,26-310/WF/0/11,26-310/WF/0/12,26-310/WF/0/1","http://student.mit.edu/catalog/m6a.html#6.002"
"6.S064","Special Subject: Circuits and Electronics","U",0,0,12,12,"REST",,,"Physics II GIR","18.03,2.087","Experimental version of 6.002 approved by the Committee on the Undergraduate Program, effective Fall 2016-Spring 2018.  Offered entirely online. See description of 6.002. Licensed as a REST by the Committee on Curricula, effective Spring 2017-Spring 2018.",,,"6.002","2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/m6a.html#6.S064"
"6.003","Signals and Systems","U",5,0,7,12,"REST",,,"Physics II GIR;2.087,18.03",,"Presents the fundamentals of signal and system analysis. Topics include discrete-time and continuous-time signals, Fourier series and transforms, Laplace and Z transforms, and analysis of linear, time-invariant systems. Applications drawn broadly from engineering and physics, including audio and image processing, communications, and automatic control.",,,,,Y,,Y,,,"Fall:  J. Lim\nSpring:  D. Freeman","Lecture,32-155/TR/0/12;Recitation,36-155/WF/0/10,36-155/WF/0/11,66-144/WF/0/1,66-144/WF/0/2","http://student.mit.edu/catalog/m6a.html#6.003"
"6.004","Computation Structures","U",4,0,8,12,"REST",,,"",,"Introduces architecture of digital systems, emphasizing structural principles common to a wide range of technologies. Multilevel implementation strategies; definition of new primitives (e.g., gates, instructions, procedures, and processes) and their mechanization using lower-level elements. Analysis of potential concurrency; precedence constraints and performance measures; pipelined and multidimensional systems. Instruction set design issues; architectural support for contemporary software structures.",,,,,Y,,Y,,,"Fall:  C. Terman\nSpring:  C. Terman","Lecture,32-123/TR/0/1;Recitation,34-302/WF/0/10,34-302/WF/0/11,34-302/WF/0/12,34-302/WF/0/1,34-302/WF/0/2,34-302/WF/0/3,34-301/WF/0/10,34-301/WF/0/11,4-153/WF/0/12,4-153/WF/0/1,4-153/WF/0/2,4-153/WF/0/3","http://student.mit.edu/catalog/m6a.html#6.004"
"6.006","Introduction to Algorithms","U",4,0,8,12,,,,"6.042;6.0001","6.009","Introduction to mathematical modeling of computational problems, as well as common algorithms, algorithmic paradigms, and data structures used to solve these problems. Emphasizes the relationship between algorithms and programming, and introduces basic performance measures and analysis techniques for these problems.",,,,,Y,,Y,,,"Fall:  J. Ku\nSpring:  S. Devadas","Lecture,26-100/TR/0/11;Recitation,36-153/WF/0/10,4-145/WF/0/12,35-308/WF/0/1,35-308/WF/0/2,36-153/WF/0/11,36-153/WF/0/12,36-153/WF/0/1,36-153/WF/0/2,36-153/WF/0/3,36-153/WF/0/4","http://student.mit.edu/catalog/m6a.html#6.006"
"6.007","Electromagnetic Energy: From Motors to Solar Cells","U",5,1,6,12,"REST",,,"Physics II GIR","2.087,18.03","Discusses applications of electromagnetic and equivalent quantum mechanical principles to classical and modern devices. Covers energy conversion and power flow in both macroscopic and quantum-scale electrical and electromechanical systems, including electric motors and generators, electric circuit elements, quantum tunneling structures and instruments. Studies photons as waves and particles and their interaction with matter in optoelectronic devices, including solar cells and displays.",,,,,Y,,,,,"M. Baldo",,"http://student.mit.edu/catalog/m6a.html#6.007"
"6.008","Introduction to Inference","U",4,4,4,12,"LAB",,,"Calculus II GIR,permission of instructor",,"Introduces probabilistic modeling for problems of inference and machine learning from data, emphasizing analytical and computational aspects. Distributions, marginalization, conditioning, and structure; graphical representations. Belief propagation, decision-making, classification, estimation, and prediction. Sampling methods and analysis. Introduces asymptotic analysis and information measures. Computational laboratory component explores the concepts introduced in class in the context contemporary applications. Students design inference algorithms, investigate their behavior on real data, and discuss experimental results.",,,,,Y,,,,,"G. Wornell",,"http://student.mit.edu/catalog/m6a.html#6.008"
