Subject Id,Subject Title,Subject Level,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule,URL
"8.01","Physics I","U",3,2,7,12,"PHY1",,,"",,"Introduces classical mechanics. Space and time: straight-line kinematics; motion in a plane; forces and static equilibrium; particle dynamics, with force and conservation of momentum; relative inertial frames and non-inertial force; work, potential energy and conservation of energy; kinetic theory and the ideal gas; rigid bodies and rotational dynamics; vibrational motion; conservation of angular momentum; central force motions; fluid mechanics.  Subject taught using the TEAL (Technology-Enabled Active Learning) format which features students working in groups of three, discussing concepts, solving problems, and doing table-top experiments with the aid of computer data acquisition and analysis.",,,,,Y,Y,,,,"Fall:  D. Chakrabarty",,"http://student.mit.edu/catalog/m8a.html#8.01"
"8.011","Physics I","U",5,0,7,12,"PHY1",,,"",,"Introduces classical mechanics. Space and time: straight-line kinematics; motion in a plane; forces and equilibrium; experimental basis of Newton's laws; particle dynamics; universal gravitation; collisions and conservation laws; work and potential energy; vibrational motion; conservative forces; inertial forces and non-inertial frames; central force motions; rigid bodies and rotational dynamics. Designed for students with previous experience in 8.01; the subject is designated as 8.01 on the transcript.",,,,,,,Y,,,,"Lecture,36-144/MW/0/10-12,36-144/MW/0/12-2,36-144/MW/0/2-4;Lab,32-124/F/0/10","http://student.mit.edu/catalog/m8a.html#8.011"
"8.012","Physics I","U",5,0,7,12,"PHY1",,,"",,"Elementary mechanics, presented in greater depth than in 8.01. Newton's laws, concepts of momentum, energy, angular momentum, rigid body motion, and non-inertial systems. Uses elementary calculus freely; concurrent registration in a math subject more advanced than 18.01 is recommended. In addition to covering the theoretical subject matter, students complete a small experimental project of their own design. Freshmen admitted via AP or Math Diagnostic for Physics Placement results.",,,,,Y,,,,,"M. Soljacic",,"http://student.mit.edu/catalog/m8a.html#8.012"
"8.01L","Physics I","U",3,2,7,12,"PHY1",,,"",,"Introduction to classical mechanics (see description under 8.01). Includes components of the TEAL (Technology-Enabled Active Learning) format. Material covered over a longer interval so that the subject is completed by the end of the IAP. Substantial emphasis given to reviewing and strengthening necessary mathematics tools, as well as basic physics concepts and problem-solving skills. Content, depth, and difficulty is otherwise identical to that of 8.01. The subject is designated as 8.01 on the transcript.",,,,,Y,Y,,,,"Fall:  P. Jarillo-Herrero","Lecture,6-120/MWF/0/10;Recitation,32-082/TR/0/10,32-082/TR/0/11,32-082/TR/0/12,32-082/TR/0/1,32-082/TR/0/2,32-082/TR/0/3","http://student.mit.edu/catalog/m8a.html#8.01L"
"8.02","Physics II","U",3,2,7,12,"PHY2",,,"Physics I GIR;Calculus I GIR",,"Introduction to electromagnetism and electrostatics: electric charge, Coulomb's law, electric structure of matter; conductors and dielectrics. Concepts of electrostatic field and potential, electrostatic energy. Electric currents, magnetic fields and Ampere's law. Magnetic materials. Time-varying fields and Faraday's law of induction. Basic electric circuits. Electromagnetic waves and Maxwell's equations. Subject taught using the TEAL (Technology Enabled Active Learning) studio format which utilizes small group interaction and current technology to help students develop intuition about, and conceptual models of, physical phenomena.",,,,,Y,,Y,,,,"Lecture,26-152/MW/0/9-11/F/0/9,26-152/MW/0/11-1/F/0/11,26-152/MW/0/1-3/F/0/1,26-152/MW/0/3-5/F/0/3,26-152/TR/0/9-11/F/0/10,26-152/TR/0/11-1/F/0/12,26-152/TR/0/1-3/F/0/12,26-152/TR/0/3-5/F/0/3","http://student.mit.edu/catalog/m8a.html#8.02"
"8.021","Physics II","U",5,0,7,12,"PHY2",,,"Physics I GIR;Calculus I GIR;permission of instructor",,"Introduction to electromagnetism and electrostatics: electric charge, Coulomb's law, electric structure of matter; conductors and dielectrics. Concepts of electrostatic field and potential, electrostatic energy. Electric currents, magnetic fields and Ampere's law. Magnetic materials. Time-varying fields and Faraday's law of induction. Basic electric circuits. Electromagnetic waves and Maxwell's equations. Designed for students with previous experience in 8.02; the subject is designated as 8.02 on the transcript. Enrollment limited.",,,,,Y,,,,,"G. Stephans",,"http://student.mit.edu/catalog/m8a.html#8.021"
"8.022","Physics II","U",5,0,7,12,"PHY2",,,"Physics I GIR","Calculus II GIR","Parallel to 8.02, but more advanced mathematically. Some knowledge of vector calculus assumed. Maxwell's equations, in both differential and integral form. Electrostatic and magnetic vector potential. Properties of dielectrics and magnetic materials. In addition to the theoretical subject matter, several experiments in electricity and magnetism are performed by the students in the laboratory.",,,,,Y,,Y,,,"Fall:  J. Checkelsky","Lecture,6-120/MW/0/9.30-11;Recitation,26-314/TR/0/9,26-314/TR/0/10,26-314/TR/0/2,26-314/TR/0/3","http://student.mit.edu/catalog/m8a.html#8.022"
"8.03","Physics III","U",5,0,7,12,"REST",,,"Calculus II GIR;Physics II GIR",,"Mechanical vibrations and waves; simple harmonic motion, superposition, forced vibrations and resonance, coupled oscillations, and normal modes; vibrations of continuous systems; reflection and refraction; phase and group velocity. Optics; wave solutions to Maxwell's equations; polarization; Snell's Law, interference, Huygens's principle, Fraunhofer diffraction, and gratings.",,,,,Y,,Y,,,"Fall:  Y. Lee","Lecture,6-120/TR/0/1.30-3;Recitation,26-302/MW/0/10,26-302/MW/0/11,26-302/MW/0/1,26-302/MW/0/2","http://student.mit.edu/catalog/m8a.html#8.03"
"8.033","Relativity","U",5,0,7,12,"REST",,,"Physics II GIR;Calculus II GIR",,"Einstein's postulates; consequences for simultaneity, time dilation, length contraction, and clock synchronization; Lorentz transformation; relativistic effects and paradoxes; Minkowski diagrams; invariants and four-vectors; momentum, energy, and mass; particle collisions. Relativity and electricity; Coulomb's law; magnetic fields. Brief introduction to Newtonian cosmology. Introduction to some concepts of general relativity; principle of equivalence. The Schwarzchild metric; gravitational red shift; particle and light trajectories; geodesics; Shapiro delay.",,,,,Y,,,,,"J. Thaler",,"http://student.mit.edu/catalog/m8a.html#8.033"
"8.04","Quantum Physics I","U",5,0,7,12,"REST",,,"8.03;18.03,18.032",,"Experimental basis of quantum physics: photoelectric effect, Compton scattering, photons, Franck-Hertz experiment, the Bohr atom, electron diffraction, deBroglie waves, and wave-particle duality of matter and light. Introduction to wave mechanics: Schroedinger's equation, wave functions, wave packets, probability amplitudes, stationary states, the Heisenberg uncertainty principle, and zero-point energies. Solutions to Schroedinger's equation in one dimension: transmission and reflection at a barrier, barrier penetration, potential wells, the simple harmonic oscillator. Schroedinger's equation in three dimensions: central potentials and introduction to hydrogenic systems.",,,"8.S04",,,,Y,,,"M. Vogelsberger","Lecture,6-120/MW/0/2.30-4;Recitation,26-322/TR/0/10,26-322/TR/0/11,26-322/TR/0/1,26-322/TR/0/2","http://student.mit.edu/catalog/m8a.html#8.04"
